NUM_CORR_ACI;COD_LOCAL_EVENTO_ACI;NUM_TRAT_ACO_PAN;MES;AL_CAS;GRAU;TRAT;S_MAX
486785;OB2;1;201309;450;AA;C1;15
486791;OB1;1;201309;38;AC;C1;15
486803;OB2;1;201309;701;AS;C1;6
486836;OB2;1;201309;611;AA;C1;20
486844;OB1;1;201309;609;AA;C1;8
486848;OB1;1;201309;35;AA;C1;8
486903;OB2;1;201309;250;AA;C1;9
486927;OB1;1;201309;89;AA;A1;9
486993;OB1;1;201310;689;AA;C1;6
487024;OB2;1;201310;675;AA;C1;15
487042;OB1;1;201310;272;AA;A1;15
487049;OB1;1;201310;1375;AA;C1;10
487081;OB1;1;201310;315;AS;C1;9
487119;OB1;1;201310;391;AA;C1;10
487220;OB2;1;201310;2273;AA;C1;4
487221;OB1;1;201310;2472;AA;C1;4
487254;OB1;1;201310;280;AA;C1;8
487255;OB1;1;201310;356;AS;F1;9
487263;OB2;1;201310;320;AS;C1;9
487322;OB2;;201310;0;AA;A1;10
487326;OB2;1;201310;41;AA;C1;8
487332;OB2;1;201310;167;AA;C1;15
487419;OB1;1;201310;726;AA;C8;3
487427;OB1;1;201310;228;AA;C1;3
487428;OB2;1;201310;243;AA;C1;10
487438;OB2;1;201310;299;AS;C1;3
487473;OB1;1;201310;434;AS;F1;9
487475;OB1;1;201310;504;AS;F1;4
487476;OB2;1;201310;212;AS;C1;9
487496;OB2;1;201310;36;AA;C1;10
487497;OB2;1;201310;340;AA;C1;10
487519;OB2;1;201310;184;AS;C1;8
487556;OB1;1;201310;225;AA;C1;20
487577;OB2;1;201310;157;AA;C1;10
487578;OB2;1;201310;815;AS;F1;4
487645;OB1;1;201310;177;AS;C1;10
487759;OB1;1;201311;510;AA;C1;10
487763;OB1;1;201311;451;AA;C1;10
487805;OB2;1;201311;76;AS;C1;9
487808;OB2;2;201311;63;AS;C1;10
487819;OB1;1;201311;354;AS;C1;10
487835;OB1;1;201311;749;AA;C1;15
487890;OB1;1;201311;396;AA;C1;9
487942;OB1;1;201311;222;AA;C1;10
487956;OB2;2;201311;907;AS;F1;4
488043;OB2;1;201311;65;AA;C1;10
488085;OB1;1;201311;159;AS;C1;10
488092;OB2;1;201311;557;AA;C1;8
488097;OB2;1;201311;445;AA;C1;8
488159;OB2;1;201311;213;AA;C1;10
488181;OB2;1;201311;304;AA;C1;10
488183;OB2;1;201311;211;AA;C1;10
488188;OB2;1;201311;910;AA;C1;6
488194;OB2;1;201311;117;AA;C1;8
488195;OB1;1;201311;290;AA;C1;8
488197;OB2;1;201311;418;AA;C1;8
488243;OB1;2;201311;634;AA;C1;6
488249;OB2;1;201311;106;AS;C1;9
488250;OB2;1;201311;149;AS;C1;9
488252;OB1;1;201311;405;AA;C1;6
488300;OB2;1;201311;500;AA;C1;9
488359;OB1;1;201311;465;AS;C1;6
488390;OB2;1;201312;226;AS;C1;6
488415;OB2;1;201312;115;AS;C1;9
488437;OB1;1;201312;322;AS;C1;6
488450;OB1;1;201312;426;AA;C1;8
488459;OB1;1;201312;614;AA;C1;8
488489;OB1;1;201312;219;AA;C1;10
488501;OB1;1;201312;157;AA;C1;10
488550;OB2;1;201312;286;AS;C1;9
488571;OB2;1;201312;130;AA;C1;10
488581;OB1;1;201312;561;AA;A1;9
488629;OB1;1;201312;352;AA;C1;20
488635;OB2;1;201312;1361;AA;C1;15
488641;OB2;1;201312;294;AA;C1;15
488663;OB1;1;201312;322;AA;C1;8
488693;OB1;1;201312;415;AS;C1;9
488785;OB2;1;201312;351;AA;C1;9
488788;OB2;1;201312;293;AA;C1;3
488798;OB2;;201312;0;AA;C1;10
488800;OB2;1;201312;397;AS;C1;10
488833;OB2;1;201312;401;AA;C1;20
488837;OB1;;201312;0;AA;C1;4
488894;OB1;1;201401;184;AS;C1;8
488945;OB2;1;201401;214;AS;C1;9
488950;OB2;1;201401;837;AS;F1;2
488956;OB2;1;201401;450;AA;C1;10
489011;OB2;1;201401;287;AC;C1;15
489012;OB2;1;201401;23;AC;C1;15
489018;OB2;1;201401;328;AA;C1;8
489056;OB2;1;201401;576;AA;C1;10
489152;OB2;1;201401;809;AS;F1;9
489155;OB1;1;201401;529;AA;C1;10
489193;OB1;1;201401;1131;AA;C1;8
489197;OB1;1;201401;106;AA;C1;9
489265;OB2;1;201401;191;AA;C1;15
489307;OB1;1;201401;735;AA;C1;8
489317;OB1;1;201401;198;AA;C1;9
489321;OB1;1;201401;118;AA;C1;9
489364;OB2;;201401;0;AS;C8;3
489373;OB1;1;201401;378;AA;C1;9
489417;OB1;1;201401;405;AA;C1;20
489437;OB1;1;201401;308;AS;F1;4
489441;OB1;1;201401;344;AS;F1;8
489458;OB2;1;201401;890;AS;F1;3
489496;OB2;1;201401;651;AA;C1;15
489501;OB1;1;201401;69;AA;A2;15
489559;OB1;1;201401;379;AA;C1;10
489664;OB2;1;201401;492;AS;C1;10
489672;OB2;1;201401;397;AS;C1;10
489678;OB2;1;201401;339;AA;C1;10
489817;OB2;1;201402;259;AA;C1;10
489823;OB2;1;201402;292;AA;C1;10
489861;OB1;1;201402;680;AA;C1;10
489868;OB2;1;201402;383;AA;C1;10
489898;OB1;1;201402;406;AS;F1;6
489901;OB2;1;201402;456;AA;C1;10
489903;OB2;1;201402;140;AA;C1;10
489904;OB1;1;201402;91;AA;C1;10
489909;OB1;1;201402;590;AA;C1;3
489910;OB2;1;201402;360;AA;C1;3
489940;OB2;1;201402;235;AA;C1;10
489949;OB1;1;201402;369;AA;C1;4
489962;OB1;1;201402;787;AA;C1;8
489963;OB2;1;201402;418;AA;C1;8
489981;OB1;1;201402;180;AA;C1;9
489982;OB2;1;201402;203;AA;C1;9
489997;OB2;1;201402;920;AS;C1;4
490011;OB1;1;201402;1005;AA;C1;8
490041;OB1;1;201402;333;AS;F8;3
490099;OB2;1;201402;364;AA;C1;9
490163;OB2;1;201402;510;AA;C1;10
490182;OB1;2;201402;62;AA;C1;10
490185;OB2;1;201402;517;AA;C1;10
490243;OB1;1;201402;364;AS;F1;9
490249;OB2;1;201402;806;AA;C1;8
490272;OB1;1;201402;582;AA;C1;6
490279;OB1;1;201402;506;AA;C1;20
490292;OB1;1;201402;338;AS;F1;9
490296;OB1;1;201402;237;AS;C1;9
490310;OB2;1;201402;213;AA;C1;8
490321;OB2;1;201402;321;AS;C1;10
490367;OB1;1;201402;707;AA;C1;10
490369;OB1;1;201402;558;AA;C1;10
490377;OB1;1;201402;279;AS;F1;9
490440;OB1;1;201403;419;AA;C1;8
490442;OB2;1;201403;712;AA;C1;8
490443;OB1;1;201403;854;AA;C1;8
490459;OB2;1;201403;530;AA;C1;9
490503;OB2;1;201403;951;AA;F1;4
490513;OB2;1;201403;754;AA;C1;15
490516;OB2;1;201403;544;AS;F1;3
490560;OB2;1;201403;239;AS;C1;6
490567;OB2;1;201403;192;AS;C1;9
490575;OB2;1;201403;387;AA;C1;9
490616;OB1;1;201403;259;AS;C1;9
490630;OB2;1;201403;475;AS;F1;4
490640;OB1;1;201403;442;AS;C1;5
490642;OB1;1;201403;421;AA;C1;9
490654;OB1;1;201403;598;AA;C1;20
490705;OB2;1;201403;334;AS;F1;9
490799;OB1;1;201403;280;AS;C1;9
490830;OB1;1;201403;147;AS;C1;9
490871;OB2;1;201403;411;AS;F1;6
490902;OB1;1;201403;597;AS;F8;1
490923;OB1;1;201403;692;AA;C1;4
490933;OB1;1;201403;158;AA;C1;10
490939;OB1;1;201403;439;AA;C1;8
490960;OB2;1;201403;873;AA;C1;8
490965;OB2;1;201403;198;AS;C1;9
490968;OB1;2;201403;341;AS;C1;9
490994;OB2;1;201403;174;AA;C1;30
491004;OB2;1;201403;328;AS;F1;4
491022;OB1;1;201403;356;AA;C1;8
491030;OB1;1;201403;280;AA;C1;10
491054;OB2;1;201403;211;AA;C1;20
491067;OB2;1;201404;116;AA;C1;9
491075;OB1;1;201404;87;AA;C7;9
491116;OB1;1;201404;268;AS;C1;10
491153;OB2;1;201404;141;AA;C1;15
491204;OB2;2;201404;280;AS;C1;8
491205;OB1;1;201404;200;AS;C1;8
491206;OB1;1;201404;628;AA;C1;8
491243;OB1;1;201404;588;AA;C1;15
491257;OB1;1;201404;303;AA;C1;8
491260;OB2;1;201404;79;AC;C7;15
491280;OB1;1;201404;154;AA;C1;9
491281;OB2;1;201404;703;AA;C1;9
491289;OB2;1;201404;225;AS;C1;9
491292;OB1;1;201404;243;AS;C1;9
491295;OB2;2;201404;125;AS;C1;10
491303;OB1;1;201404;388;AA;C1;10
491307;OB2;1;201404;95;AS;C1;9
491312;OB2;1;201404;480;AA;C1;10
491350;OB1;1;201404;368;AA;C1;8
491367;OB1;1;201404;177;AS;C1;10
491421;OB1;1;201404;475;AS;C7;9
491425;OB2;1;201404;611;AA;C1;6
491448;OB2;1;201404;575;AA;C1;8
491508;OB1;1;201404;231;AA;C1;8
491513;OB2;1;201404;604;AA;C1;8
491531;OB1;1;201404;36;AS;C1;9
491575;OB2;;201404;0;AA;C1;6
491597;OB2;1;201404;344;AS;C1;10
491599;OB2;1;201404;172;AS;C1;10
491663;OB1;1;201404;406;AS;F8;4
491687;OB1;1;201404;442;AA;C1;15
491704;OB1;1;201404;783;AA;C1;4
491706;OB2;1;201404;555;AS;C1;9
491717;OB2;1;201405;728;AA;C8;6
491740;OB2;1;201405;273;AS;F1;4
491744;OB1;1;201405;308;AS;F1;9
491746;OB1;1;201405;830;AA;C1;6
491793;OB2;1;201405;681;AA;C1;8
491800;OB1;1;201405;640;AA;C1;15
491827;OB2;1;201405;667;AA;C1;4
491828;OB1;1;201405;600;AS;F1;4
491831;OB2;1;201405;287;AA;C1;15
491846;OB2;1;201405;405;AA;C1;10
491887;OB1;1;201405;93;AA;C1;10
491902;OB2;1;201405;400;AA;C1;10
491936;OB1;1;201405;35;AA;C1;8
491939;OB1;1;201405;152;AA;C1;8
491944;OB2;1;201405;319;AA;C1;8
491990;OB2;1;201405;226;AS;F1;9
492021;OB1;1;201405;66;AS;C1;9
492057;OB2;1;201405;82;AS;C1;8
492088;OB1;1;201405;148;AS;C1;9
492089;OB2;1;201405;153;AS;C1;9
492146;OB2;1;201405;245;AA;C1;20
492148;OB2;1;201405;309;AA;C1;15
492186;OB1;1;201405;385;AA;C1;8
492223;OB2;1;201405;276;AA;C1;10
492245;OB2;1;201405;649;AA;C1;8
492296;OB1;1;201405;278;AA;C1;10
492315;OB2;1;201405;906;AA;C1;8
492319;OB2;1;201405;130;AA;C1;8
492335;OB2;1;201405;481;AS;F1;4
492339;OB1;1;201405;1348;AA;C1;20
492359;OB2;1;201405;317;AA;C1;10
492366;OB2;1;201405;282;AC;C1;15
492373;OB2;1;201405;38;AC;C1;15
492389;OB2;1;201406;338;AA;C1;9
492398;OB2;1;201406;323;AA;C1;10
492406;OB1;1;201406;262;AA;C1;15
492410;OB1;1;201406;151;AA;C1;15
492412;OB2;1;201406;186;AA;C1;15
492420;OB2;1;201406;423;AS;F1;6
492422;OB1;1;201406;346;AS;F1;9
492455;OB2;1;201406;662;AA;C1;3
492462;OB1;1;201406;0;AA;C1;10
492479;OB2;1;201406;70;AA;C1;15
492499;OB2;1;201406;894;AA;C1;8
492540;OB2;1;201406;481;AA;C1;10
492551;OB2;1;201406;194;AA;C7;15
492572;OB1;1;201406;250;AS;C1;9
492575;OB1;2;201406;1163;AA;C1;10
492582;OB2;1;201406;640;AA;C1;8
492592;OB2;1;201406;525;AA;C1;10
492601;OB1;1;201406;224;AA;C1;15
492606;OB1;1;201406;239;AA;C1;15
492629;OB2;1;201406;625;AS;F1;7
492631;OB2;1;201406;326;AS;C1;9
492655;OB2;1;201406;297;AS;F1;9
492674;OB2;1;201406;501;AA;C1;10
492688;OB2;1;201406;184;AA;C1;8
492703;OB1;1;201406;192;AA;C1;8
492713;OB1;1;201406;298;AA;C1;8
492724;OB1;1;201406;1258;AA;C1;15
492732;OB2;1;201406;397;AS;F1;2
492741;OB2;1;201406;128;AS;C1;20
492770;OB2;1;201406;286;AA;C1;10
492791;OB2;1;201406;339;AA;C1;10
492796;OB1;1;201406;175;AA;C1;10
492815;OB2;1;201406;593;AA;C1;8
492843;OB2;1;201406;374;AS;F8;2
492899;OB1;1;201407;344;AA;C1;8
492912;OB2;1;201407;563;AA;F1;4
492913;OB1;1;201407;1109;AA;C1;8
492915;OB1;1;201407;440;AA;C1;15
492927;OB2;1;201407;350;AS;C1;8
492938;OB2;1;201407;232;AA;C1;3
492941;OB1;1;201407;980;AA;F1;6
492947;OB2;2;201407;199;AS;F1;9
492953;OB2;1;201407;759;AS;F8;1
492974;OB1;1;201407;373;AA;C1;3
492995;OB2;1;201407;132;AS;C1;10
493020;OB2;1;201407;465;AA;C1;10
493076;OB2;1;201407;502;AA;C1;9
493105;OB1;1;201407;93;AC;C1;15
493148;OB2;1;201407;101;AA;C1;10
493177;OB1;1;201407;313;AS;C1;3
493179;OB2;1;201407;588;AA;C1;8
493198;OB2;1;201407;521;AA;C1;8
493211;OB1;1;201407;296;AS;C1;9
493253;OB2;1;201407;187;AA;C1;15
493350;OB1;1;201407;442;AA;C1;15
493354;OB1;1;201407;367;AA;C1;15
493369;OB1;1;201407;171;AS;C1;9
493401;OB1;1;201407;326;AS;C1;3
493430;OB1;1;201408;427;AS;C1;3
493432;OB1;1;201408;131;AS;C1;8
493443;OB1;1;201408;0;AS;F1;9
493465;OB2;1;201408;354;AA;C1;10
493466;OB1;1;201408;337;AA;C1;10
493524;OB1;1;201408;233;AA;C1;8
493534;OB2;;201408;0;AC;C1;15
493550;OB1;1;201408;18;AC;C1;15
493621;OB2;1;201408;74;AC;C1;15
493638;OB1;1;201408;461;AA;C1;15
493671;OB1;1;201408;705;AA;F1;4
493680;OB2;1;201408;851;AS;F8;1
493697;OB2;1;201408;538;AS;F8;1
493702;OB1;1;201408;253;AA;C1;8
493713;OB2;1;201408;156;AS;C1;9
493720;OB1;;201408;0;AS;F8;9
493741;OB2;1;201408;132;AA;C1;10
493770;OB2;1;201408;89;AC;C1;15
493827;OB1;2;201408;805;AA;C1;8
493843;OB1;1;201408;632;AS;F8;1
493853;OB1;1;201408;922;AA;F1;4
493876;OB1;2;201408;142;AS;C1;10
493876;OB2;1;201408;147;AS;C1;10
493885;OB2;1;201408;301;AA;C1;15
493911;OB2;2;201408;371;AA;C1;10
493914;OB2;1;201408;589;AS;F1;2
493916;OB2;1;201408;287;AS;F8;2
493935;OB2;1;201408;208;AA;C1;15
493941;OB2;1;201408;201;AS;C1;9
493956;OB2;1;201408;232;AS;C1;10
493983;OB1;1;201408;797;AA;C1;20
493996;OB2;1;201408;635;AA;C1;10
494024;OB2;1;201408;535;AA;C1;6
494040;OB1;1;201408;333;AS;F1;9
494041;OB2;2;201408;86;AA;C1;10
494044;OB2;1;201408;313;AS;C1;9
494045;OB1;1;201408;81;AA;C1;10
494054;OB2;1;201408;284;AS;C1;8
590036;OB2;1;201309;169;AS;C1;10
590065;OB1;1;201309;411;AA;C1;3
590095;OB1;1;201309;367;AA;C1;9
590117;OB2;;201309;0;AA;C1;20
590125;OB2;1;201309;763;AA;C1;4
590129;OB1;1;201309;184;AA;C1;6
590145;OB2;1;201309;580;AS;F8;1
590154;OB1;1;201309;263;AA;C1;8
590168;OB2;1;201309;303;AS;C1;3
590173;OB1;1;201309;472;AA;C1;10
590181;OB1;1;201309;175;AA;C1;10
590207;OB2;1;201309;704;AA;C1;8
590215;OB1;1;201309;514;AS;C1;3
590233;OB1;1;201309;23;AS;C1;9
590234;OB1;1;201309;202;AS;C1;9
590243;OB1;1;201309;983;AA;F1;4
590255;OB2;1;201309;37;AC;C1;15
590294;OB2;1;201309;67;AA;C1;10
590299;OB1;1;201309;508;AS;C1;8
590365;OB2;1;201309;350;AA;C1;20
590397;OB2;1;201309;591;AA;C1;10
590405;OB2;1;201309;303;AA;C1;10
590410;OB1;1;201309;241;AA;C1;15
590411;OB2;1;201309;159;AA;C1;9
590431;OB1;1;201309;223;AA;C1;8
590436;OB1;1;201309;340;AS;C1;3
590454;OB2;1;201309;403;AA;C1;10
590504;OB1;1;201309;435;AA;C1;9
590506;OB2;1;201309;273;AA;C1;9
590511;OB2;1;201309;203;AA;C1;10
590513;OB2;1;201309;81;AA;C1;15
590552;OB2;2;201309;780;AA;C1;8
590557;OB2;1;201309;139;AA;C1;10
590559;OB2;1;201309;154;AA;C1;10
590560;OB2;1;201309;0;AC;C1;15
590594;OB2;1;201309;290;AA;C1;8
590599;OB1;1;201309;584;AA;A1;15
590625;OB2;1;201309;90;AA;C1;8
590632;OB2;1;201309;227;AA;C1;6
590641;OB2;1;201309;570;AA;C1;8
590669;OB2;1;201309;652;AA;C1;10
590693;OB1;1;201309;207;AA;C1;8
590758;OB1;1;201310;331;AA;C1;10
590765;OB1;1;201310;170;AS;F1;6
590768;OB1;1;201310;185;AS;C1;9
590787;OB1;1;201310;30;AC;C1;15
590797;OB1;1;201310;553;AA;C1;6
590832;OB1;1;201310;628;AA;C1;15
590878;OB2;1;201310;267;AS;F1;9
590887;OB1;1;201310;688;AS;F1;3
590923;OB2;1;201310;324;AS;C1;3
590928;OB2;1;201310;123;AS;C1;3
590953;OB2;1;201310;595;AA;C1;10
590985;OB1;2;201310;638;AS;F1;4
591119;OB1;1;201310;901;AA;C1;8
591139;OB1;1;201310;480;AA;C1;15
591150;OB1;1;201310;701;AA;C1;10
591158;OB2;1;201310;125;AA;C1;10
591164;OB2;1;201310;236;AS;C1;10
591172;OB2;1;201310;241;AA;C1;15
591203;OB1;1;201310;25;AS;C1;4
591233;OB2;1;201310;117;AA;C1;10
591279;OB2;1;201310;41;AA;C1;10
591307;OB1;1;201310;138;AS;C1;9
591435;OB1;1;201310;550;AA;C1;6
591445;OB2;1;201310;175;AS;C1;10
591554;OB2;1;201311;525;AA;C1;9
591627;OB2;1;201311;198;AS;C1;10
591637;OB2;1;201311;249;AS;C1;4
591678;OB1;1;201311;1459;AA;F1;4
591686;OB2;1;201311;228;AA;C1;6
591710;OB1;;201311;0;AS;F1;6
591723;OB2;1;201311;289;AA;C1;10
591760;OB1;1;201311;488;AS;F8;2
591819;OB1;1;201311;241;AS;F8;2
591826;OB2;1;201311;24;AA;C1;10
591853;OB1;1;201311;595;AA;C1;6
591884;OB1;1;201311;320;AA;C1;8
591926;OB2;1;201311;703;AS;F1;3
591929;OB2;1;201311;438;AS;C1;9
591970;OB1;1;201311;76;AS;C1;10
591979;OB1;1;201311;352;AA;C1;10
591988;OB1;1;201311;832;AA;C1;8
592000;OB2;1;201311;636;AS;F1;2
592076;OB1;1;201311;342;AA;C1;9
592091;OB1;1;201311;67;AA;C1;8
592095;OB2;1;201311;574;AA;C1;15
592111;OB1;;201311;0;AS;F1;4
592148;OB1;1;201312;48;AS;C1;6
592189;OB1;1;201312;475;AA;C1;4
592210;OB1;1;201312;507;AA;C1;8
592248;OB2;1;201312;202;AA;C1;10
592275;OB2;;201312;0;AA;C1;10
592277;OB1;1;201312;332;AA;C1;10
592301;OB1;1;201312;127;AA;C1;8
592334;OB1;1;201312;234;AA;C1;10
592341;OB2;1;201312;863;AA;C1;9
592446;OB2;1;201312;572;AA;C1;8
592458;OB1;1;201312;442;AA;C1;8
592463;OB1;1;201312;473;AS;F1;9
592475;OB1;1;201312;217;AA;C1;15
592477;OB1;1;201312;166;AA;C1;15
592478;OB2;1;201312;493;AA;C1;15
592544;OB1;1;201312;154;AA;C1;10
592634;OB1;2;201312;138;AA;C1;20
592651;OB2;1;201312;307;AS;F1;9
592667;OB1;1;201312;381;AS;F1;6
592695;OB2;1;201312;56;AA;C1;8
592717;OB2;1;201312;735;AA;C8;4
592718;OB2;1;201312;894;AA;C1;4
592746;OB1;1;201312;254;AS;F1;9
592781;OB1;1;201312;419;AA;C1;10
592848;OB2;1;201312;247;AA;C1;15
592864;OB1;1;201312;303;AA;C1;20
592876;OB2;1;201312;460;AA;C1;6
592882;OB2;1;201312;587;AA;C1;8
592890;OB1;1;201312;86;AS;C1;8
592957;OB2;1;201401;477;AA;C1;9
592960;OB2;1;201401;59;AS;C1;9
592982;OB1;1;201401;733;AS;F1;4
592991;OB2;1;201401;504;AS;F1;8
592995;OB2;1;201401;478;AA;C1;8
593000;OB1;1;201401;795;AA;C1;8
593044;OB1;1;201401;793;AA;C1;6
593050;OB1;;201401;0;AA;C1;9
593053;OB2;1;201401;452;AS;F1;2
593107;OB1;1;201401;93;AC;C1;10
593122;OB2;1;201401;658;AA;C1;20
593184;OB2;1;201401;285;AA;F1;4
593194;OB1;1;201401;458;AA;C1;6
593201;OB1;1;201401;540;AS;F1;9
593237;OB1;1;201401;433;AA;C1;15
593270;OB2;1;201401;391;AA;C1;10
593318;OB2;1;201401;242;AA;C1;9
593322;OB2;1;201401;240;AA;C1;9
593327;OB2;1;201401;886;AA;C1;20
593337;OB2;1;201401;162;AS;C1;8
593379;OB2;1;201401;276;AS;C1;8
593381;OB2;1;201401;352;AA;C1;9
593400;OB2;2;201401;590;AA;C1;20
593420;OB2;1;201401;368;AS;C1;3
593482;OB1;1;201401;156;AA;C1;15
593500;OB2;1;201402;378;AA;C1;10
593506;OB2;1;201402;324;AA;C1;10
593509;OB1;1;201402;390;AS;F1;9
593511;OB1;1;201402;162;AS;C1;9
593528;OB2;1;201402;98;AA;C1;8
593542;OB1;1;201402;126;AA;C1;10
593547;OB1;1;201402;198;AA;C1;8
593584;OB1;1;201402;395;AS;F1;4
593601;OB1;1;201402;441;AS;C1;3
593604;OB2;1;201402;387;AS;F1;9
593649;OB1;1;201402;174;AS;C1;8
593655;OB2;1;201402;429;AA;C1;10
593656;OB1;1;201402;401;AA;C1;10
593672;OB1;1;201402;460;AA;C1;10
593675;OB2;1;201402;60;AS;C1;9
593724;OB1;2;201402;329;AS;C1;9
593727;OB2;1;201402;73;AS;C1;9
593731;OB2;1;201402;154;AS;C1;9
593737;OB2;1;201402;1204;AA;F1;4
593740;OB1;2;201402;849;AA;C1;3
593743;OB2;1;201402;64;AA;C1;10
593761;OB1;2;201402;379;AS;F1;3
593814;OB2;1;201402;333;AA;C1;9
593839;OB1;1;201402;435;AA;C1;9
593887;OB2;1;201402;149;AA;C1;8
593900;OB2;1;201402;306;AA;C1;15
593902;OB2;1;201402;112;AA;C1;15
593906;OB2;1;201402;997;AA;C1;3
593913;OB2;1;201402;460;AA;C1;10
593918;OB1;1;201402;256;AA;C1;20
593953;OB1;1;201402;391;AS;C1;5
593983;OB2;1;201402;770;AA;C1;10
594033;OB1;1;201402;622;AA;C1;6
594037;OB2;1;201403;657;AA;C1;10
594042;OB1;;201403;0;AA;C1;10
594044;OB1;1;201403;444;AA;C1;10
594058;OB2;1;201403;611;AA;C1;9
594142;OB1;1;201403;153;AA;C1;9
594164;OB1;1;201403;207;AA;C1;15
594218;OB1;1;201403;813;AS;F1;9
594241;OB2;1;201403;407;AA;C1;8
594285;OB2;1;201403;457;AA;C1;9
594323;OB1;1;201403;182;AA;C1;8
594326;OB1;1;201403;185;AA;C1;8
594332;OB2;1;201403;292;AS;F1;9
594339;OB2;1;201403;740;AS;C1;6
594352;OB1;1;201403;141;AA;C1;9
594360;OB2;1;201403;267;AA;C1;9
594362;OB1;1;201403;218;AA;C7;9
594392;OB2;1;201403;172;AA;C1;8
594398;OB1;1;201403;85;AA;C1;15
594410;OB1;1;201403;307;AA;C1;20
594425;OB1;1;201403;242;AA;C1;15
594457;OB2;1;201403;762;AS;F1;6
594667;OB2;1;201403;98;AA;C1;15
594694;OB2;1;201403;188;AA;C1;10
594696;OB2;1;201403;44;AA;C1;10
594700;OB2;1;201403;297;AA;C1;10
594738;OB2;1;201404;256;AS;F8;2
594739;OB2;1;201404;245;AS;F8;2
594768;OB1;1;201404;803;AA;C1;20
594788;OB1;1;201404;166;AS;F1;9
594796;OB1;1;201404;380;AS;C1;10
594806;OB1;1;201404;241;AS;C1;8
594845;OB1;1;201404;401;AS;F8;3
594890;OB1;1;201404;90;AS;C1;8
594917;OB1;1;201404;307;AA;C1;8
594918;OB1;1;201404;209;AA;C1;10
594921;OB1;1;201404;55;AA;C8;8
594926;OB2;2;201404;485;AA;C1;10
594933;OB1;1;201404;445;AA;C1;15
594963;OB1;1;201404;65;AA;C1;10
594969;OB1;1;201404;918;AA;C1;8
594978;OB1;1;201404;113;AS;C1;9
594988;OB1;1;201404;549;AA;C1;10
595002;OB1;1;201404;118;AA;C1;10
595007;OB1;1;201404;87;AA;C1;10
595074;OB1;1;201404;208;AA;C1;6
595075;OB1;1;201404;312;AA;C1;6
595081;OB2;1;201404;251;AA;C1;15
595205;OB1;1;201404;141;AA;C1;15
595228;OB2;1;201404;485;AA;F8;4
595231;OB2;1;201404;317;AA;C1;8
595304;OB2;1;201404;823;AA;C1;10
595326;OB1;1;201404;189;AS;C1;10
595343;OB2;1;201404;403;AS;F1;10
595354;OB2;1;201404;247;AA;C1;9
595363;OB1;1;201404;424;AA;C1;10
595373;OB2;1;201404;357;AA;C1;20
595394;OB1;1;201404;178;AS;C1;9
595407;OB2;1;201404;291;AA;C1;15
595421;OB1;1;201404;879;AS;F1;4
595424;OB2;1;201404;320;AS;F1;9
595473;OB1;;201405;0;AA;C1;6
595486;OB1;1;201405;303;AS;F1;9
595488;OB2;1;201405;317;AS;F1;9
595608;OB2;1;201405;464;AA;C1;3
595631;OB1;1;201405;303;AA;C1;10
595669;OB1;1;201405;304;AA;C1;10
595728;OB2;1;201405;228;AA;C1;9
595757;OB1;1;201405;201;AA;C1;15
595761;OB1;1;201405;298;AS;C1;9
595772;OB2;2;201405;135;AS;C1;10
595772;OB2;;201405;0;AS;C1;10
595883;OB1;1;201405;481;AA;C1;20
595905;OB2;1;201405;139;AS;C1;10
595934;OB1;1;201405;445;AS;C1;10
596028;OB2;1;201405;85;AA;C1;8
596029;OB2;1;201405;355;AA;C1;8
596030;OB2;;201405;0;AA;C1;10
596038;OB2;2;201405;807;AA;C1;15
596044;OB1;1;201405;511;AA;C1;15
596051;OB1;1;201405;439;AA;C1;10
596055;OB2;1;201405;686;AA;C1;4
596057;OB1;1;201405;532;AA;C1;4
596078;OB1;1;201405;264;AA;C1;20
596105;OB2;1;201406;542;AA;C1;3
596109;OB2;1;201406;161;AA;C1;10
596112;OB1;1;201406;288;AA;C1;10
596115;OB1;1;201406;306;AA;C1;10
596123;OB2;1;201406;265;AA;C1;15
596133;OB2;1;201406;803;AS;F1;2
596179;OB2;1;201406;474;AS;C1;8
596180;OB1;1;201406;348;AA;C1;10
596182;OB1;1;201406;359;AA;C1;10
596183;OB2;1;201406;429;AA;C1;10
596196;OB1;1;201406;739;AA;C1;20
596197;OB1;;201406;0;AA;A1;20
596212;OB2;1;201406;352;AA;C1;10
596224;OB1;1;201406;642;AA;C1;20
596257;OB1;1;201406;283;AS;F1;9
596262;OB2;1;201406;450;AS;C1;8
596268;OB1;1;201406;1599;AA;C1;15
596279;OB2;1;201406;757;AA;C1;10
596288;OB1;1;201406;369;AA;C1;10
596329;OB2;;201406;0;AS;C1;9
596344;OB2;1;201406;315;AA;C1;9
596352;OB2;1;201406;508;AA;C1;6
596355;OB1;1;201406;384;AA;C1;8
596361;OB1;1;201406;396;AA;C1;15
596379;OB1;2;201406;749;AS;F1;4
596382;OB2;1;201406;145;AS;C1;10
596430;OB2;1;201406;267;AS;F1;4
596435;OB1;1;201406;158;AA;C1;10
596437;OB2;1;201406;175;AA;C1;10
596449;OB2;1;201406;691;AA;C1;6
596455;OB1;1;201406;147;AS;F1;9
596460;OB1;1;201406;313;AA;C1;8
596478;OB2;1;201406;298;AA;C1;15
596501;OB1;1;201406;199;AS;C1;9
596573;OB2;1;201406;546;AA;C1;9
596595;OB2;1;201406;233;AS;F1;9
596607;OB2;1;201406;630;AS;F1;4
